#x	Curve1
0.129155	0.000231481
0.184785	0.000509259
0.257698	0.00087963
0.324423	0.00125
0.398107	0.00171296
0.501187	0.00217593
0.61502	0.00273148
0.814913	0.00328704
1.0525	0.0037963
1.39458	0.00421296
1.99526	0.00458333
3.16228	0.00490741
5.01187	0.0050463
7.1706	0.00509259
