#x	Curve1
0.135936	0.000138889
0.158489	0.000185185
0.238659	0.000416667
0.341455	0.000648148
0.514175	0.000972222
0.794328	0.0012963
1.25893	0.00148148
1.94486	0.00162037
3.24423	0.00171296
5.01187	0.00171296
