#    x=a*1 Mev    rhos
0.02319710688187481    1.095401898641024
0.02581429650679206    1.0832956041799537
0.028726767847987736    1.071955281361919
0.03209234634994498    1.054633621154884
0.03540213156893768    1.0366206152185642
0.03911023641293765    1.0190335402050728
0.04414998451141754    0.9926215206571923
0.04998737073958229    0.9579771721532649
0.05671891849015195    0.9212165677280085
0.0646704499136013    0.8805595250944414
0.08205599085704476    0.8036817593092282
0.09310605835413593    0.7649651915812196
0.10564418285248856    0.7304614678899082
0.12104136803471131    0.6983960604425256
0.13935814376286157    0.6734177010253642
0.1612282635020751    0.6575575822989747
0.18835215272706607    0.6491009174311927
0.2179111294904845    0.6579912574203993
0.2533369451990339    0.6784824069077171
0.2930942867957863    0.6976039395574742
0.34074262955613016    0.7131299514301133
0.3961371641396845    0.7178229357798165
0.46053718907155766    0.7030315164597949
0.5251007602405907    0.669370804101457
0.5843447111667143    0.6234304479222883
0.6377557923954466    0.5735763950350783
0.6960488269361654    0.5136115164597952
0.7486763556322034    0.4565491635186185
0.8013795123525407    0.39778618456556947
0.8577927137502511    0.3390232056125202
0.9181771288399565    0.28026022665947115
0.9828123116585976    0.2214972477064221
1.0571217295227207    0.16485617916891537
1.1537462278457444    0.10952542903399909
1.2776928679768265    0.06224554776038871
1.4357324933827496    0.02891451699946046
0.07188158537343393    0.8444414463032919
