#    y=p*a    fs
0.21432814883647303    0.005644683074554565
0.23879364743373202    0.0056465168053861925
0.2660518758934095    0.00564835053621782
0.2964236923014749    0.005642030984508823
0.33027074658916117    0.005607174943907646
0.3679710604828711    0.0056090086747392735
0.40997485472524264    0.005610842405570899
0.45677337040152327    0.005612676136402527
0.5089139236302553    0.0056145098672341544
0.5670063065127356    0.00561634359806578
0.6317365320961166    0.005605947405086473
0.7038687306521743    0.00557516800575561
0.7842151505504027    0.005577001736587237
0.8737544345964608    0.005550298978526684
0.9735068485763266    0.005535826144277065
1.084666448867944    0.00550097010367589
1.2085145590876214    0.005470190704345023
1.3465131460843962    0.005431258022473535
1.5002800691875808    0.005384172058061427
1.671624117270587    0.0053248561698383805
1.862556531683081    0.005253310357804401
2.0753189157630176    0.005169534621959486
2.312417715168196    0.005069452321033327
2.576622305056437    0.0049612167375665435
2.87108364099762    0.004824444665207581
3.199241237859444    0.0046713660277673714
3.5649934977444335    0.004489750901434981
3.9726434459955544    0.004283675927480723
4.427015494690574    0.004049064464634286
4.933528609353728    0.0037736865890847324
5.498128279391062    0.0034697722246429964
6.127598080910458    0.0031169381649575265
6.829372940024706    0.002723337692568939
7.611785514112216    0.0022889708074772374
8.442592141840352    0.001807843028439034
9.272495290211412    0.0013288586433177953
10.134260495076315    0.0008271202517307757
11.021994506387188    0.0003078595433082115
11.870092570173483    -0.0001937730052293616
12.72082898743341    -0.0006986919804521895
13.565703767315327    -0.0012020927694345457
14.395788125477178    -0.001705576909818339
15.201411988956702    -0.0021799964165208456
16.052613487086884    -0.0026902903664020907
16.61909468744157    -0.0030260298113927234
