#    y=p*a    fs
0.21366103512092036    0.010065787335787403
0.23969758744035083    0.010122283342283466
0.2669525251291267    0.010122283342283466
0.2939337731743    0.010107217740551183
0.3311246509958836    0.010077086537086615
0.3645871771779972    0.010077086537086615
0.4107071412526347    0.010077086537086615
0.4560653411364534    0.010077086537086615
0.5094164852075858    0.010077086537086615
0.5673618172841992    0.010031889731889766
0.6300208463829737    0.010031889731889766
0.7037351044754833    0.01000929132929134
0.7837687719046061    0.009986692926692915
0.8729044265465585    0.00996409452409449
0.9721865779259055    0.009930196920196852
1.0795936918888458    0.009887259955259844
1.2024050626458485    0.009833023789023624
1.3431209881230006    0.00978330730330709
1.4789385231208576    0.009715512095511813
1.6579833661627765    0.009647716887716536
1.84664756908769    0.009557323277322836
2.0852535744079623    0.009417213181212601
2.3420268166407796    0.009286142446141734
2.6279053029364405    0.009127953627952757
2.9968491037356184    0.008911008963007876
3.3777007207234986    0.008685024937023623
3.8295580364409685    0.008404804744803152
4.270164921475563    0.008133623913622049
4.883130905445927    0.007741918268582679
5.566142629482127    0.007297483017480316
6.247076163201    0.006856814166811025
7.053080477903074    0.0063393107473070885
7.858718969491966    0.005792429404425198
8.791247923700908    0.005177752853748033
9.605605918966605    0.004617312469307086
10.599460863339159    0.00396798503464567
11.544371721603559    0.0033276969610236233
12.207477861854368    0.0028907945107874023
13.069359197605532    0.002297586442578742
13.934929018820085    0.0017213271763188986
14.821813071890377    0.0011205863072440946
15.571711776108495    0.0006460198526771661
16.523261318403318    -0.00002439942440944816
17.533070378482005    -0.0007023515023622043
18.422273244505984    -0.001312508372519684
