#    y=p*a    fs
0.23797310711442607    0.008953558594368687
0.27712555757772533    0.008950964530339821
0.32430907969691    0.00892577700541439
0.3795260895212015    0.008900589480488958
0.4419674998120023    0.008897995416460093
0.5146820634557725    0.008895401352431227
0.6023120631486082    0.008858958936799912
0.7014072655511823    0.008845109982065166
0.8208291821653106    0.008797412675727971
1.2041801109056882    0.008678336768854582
1.3155288348354577    0.008635026658363439
1.5169854406412855    0.008550600035304178
1.7665669922646614    0.008444210868098843
2.057210870026381    0.008303431757069978
2.3956728401957244    0.00812960257015876
2.7898201593587006    0.00792683223571813
3.2170458386676413    0.007687248905070635
3.7096957283683185    0.0073986264077760796
4.2359582680722845    0.0070908771710981875
4.860700753203329    0.006709083544582552
5.523043180556847    0.00630816317868358
6.214273088565538    0.005875253341165976
6.9577432952586555    0.005407054669486117
7.790161628363755    0.0048874050688650795
8.63687983554367    0.004341661415566588
9.481992953799159    0.0037945844691435852
10.358778582588947    0.003234835659405383
11.316639259904733    0.0026165614179965904
12.242179303827578    0.0020209643169691698
13.178505768297217    0.0014063175812265502
14.186445891275525    0.000757906173366284
15.122144473630021    0.00012654446053444492
16.11955913651168    -0.0005198237732385695
17.014738500451937    -0.001102246934041982
18.136983410559857    -0.0018349026632267628
19.314259712094017    -0.0024797535090086992
0.9499377951618141    0.008796414936365626
