#    x=a*1 Mev    ns
0.022877165500979985    0.36502760919799926
0.02546830252585043    0.3450007433495588
0.02850697989985549    0.3244838264213571
0.03171857392794546    0.3016116159493193
0.03479823330944227    0.2794089607141901
0.0377449234208166    0.2611026907532976
0.04208839470513659    0.23551298863289644
0.04550421854435043    0.21714624583256778
0.048957910970613486    0.2010133622788524
0.05241746510622015    0.1854804852341391
0.05612148463219809    0.171147877995129
0.06008724441251729    0.1573539286396094
0.06433324001942359    0.14429929731646335
0.06887927399337654    0.13232772378829358
0.07374654819844634    0.12134935379891901
0.07895776270389758    0.1111671100291585
0.08453722165312602    0.10215473417361526
0.09051094661370121    0.0941152772787123
0.09690679793715853    0.08684272080074365
0.1042618582984911    0.08002377008213395
0.1127235766318173    0.07378302721889347
0.12246786314764622    0.06812109816440652
0.13435866582154013    0.06271800172115032
0.14884881702841726    0.05791039990841225
0.1657078846823177    0.05380742214645245
0.18447646137923956    0.05055591262654074
0.20537082389440142    0.04787635966209842
0.22863174516535767    0.045637283445787026
0.25452726880150595    0.04368885101401335
0.2833557978429419    0.042195708516879774
0.31544953336149206    0.040847291844821304
0.35117830252811166    0.03963287498089839
0.39095382025878356    0.03855561949432528
0.435234433547335    0.03763089458997932
0.4845304031557514    0.03684903754725262
0.539409783524726    0.03617824992245967
0.5803500643076126    0.03577108971104649
