#x	Curve1
0.171133	0.000362403
0.257698	0.000837855
0.341455	0.00154264
0.464159	0.00248062
0.630957	0.00388372
0.836031	0.00528618
1.16591	0.00703876
1.6681	0.00855943
2.51189	0.0100814
3.88051	0.0110226
5.55194	0.011613
7.94328	0.0118547
11.9613	0.011865
