#x	Curve1
0.135936	0.00024031
0.184785	0.000713178
0.251189	0.00118605
0.350303	0.00235724
0.488527	0.00434238
0.630957	0.0062093
0.794328	0.00830814
0.950119	0.00994057
1.16591	0.0118062
1.35936	0.013438
1.6681	0.0151873
2.04697	0.0168204
2.57698	0.0181053
3.16228	0.0193895
3.88051	0.0202087
5.275	0.0213792
7.74264	0.0220866
11.3646	0.0224451
20.4697	0.0224599
