#x	Curve1
0.204697	0.000250646
0.271227	0.00049031
0.398107	0.000965116
0.54117	0.00143798
0.814913	0.00214599
1.22713	0.00285401
1.84785	0.00344574
2.92864	0.00392248
4.41006	0.0040491
5.99484	0.00417313
52.75	0.00422804
