0.020548	1
1.39721	1.00014
1.72577	1.00075
2.46513	1.00182
3.3274	1.00398
4.0459	1.00598
4.78478	1.00844
5.5441	1.01122
6.28277	1.0143
7.10348	1.01785
7.90353	1.0217
9.33924	1.02942
10.6105	1.03744
11.9428	1.04701
