The data is taken from SM-sinsquare13=0.normh_y.dat produced by the sm in Astray/SM+osciillations, oscillations are taken into account, mass hieararchy is normal
xx=1.276137e+02, dx=2.521190e-01, T=1.400445e+00; time needed till here: 2.000000e+00 seconds.
       y	f_photons	f_electrons	  f_nu_e	Coll_nu_e	Cforw_nu_e	Cback_nu_e	 f_nu_mu	Coll_nu_mu	Cforw_nu_mu	Cback_nu_mu	f_nu_tau_normh	Coll_nu_tau_normh	Cforw_nu_tau_normh	Cback_nu_tau_normh
2.636364e+01	6.673044e-09	1.539183e-22	4.068264e-12	0.000000e+00	-0.000000e+00	0.000000e+00	4.015065e-12	0.000000e+00	-0.000000e+00	0.000000e+00	3.825635e-12	0.000000e+00	-0.000000e+00	0.000000e+00
2.666667e+01	5.374657e-09	1.418712e-22	3.008392e-12	0.000000e+00	-0.000000e+00	0.000000e+00	2.968207e-12	0.000000e+00	-0.000000e+00	0.000000e+00	2.825254e-12	0.000000e+00	-0.000000e+00	0.000000e+00
2.696970e+01	4.328899e-09	1.306628e-22	2.225102e-12	0.000000e+00	-0.000000e+00	0.000000e+00	2.194651e-12	0.000000e+00	-0.000000e+00	0.000000e+00	2.086476e-12	0.000000e+00	-0.000000e+00	0.000000e+00
2.727273e+01	3.486616e-09	1.202444e-22	1.647156e-12	0.000000e+00	-0.000000e+00	0.000000e+00	1.624225e-12	0.000000e+00	-0.000000e+00	0.000000e+00	1.542761e-12	0.000000e+00	-0.000000e+00	0.000000e+00
2.757576e+01	2.808218e-09	1.105694e-22	1.219255e-12	0.000000e+00	-0.000000e+00	0.000000e+00	1.201923e-12	0.000000e+00	-0.000000e+00	0.000000e+00	1.140392e-12	0.000000e+00	-0.000000e+00	0.000000e+00
2.787879e+01	2.261818e-09	1.015931e-22	9.020610e-13	0.000000e+00	-0.000000e+00	0.000000e+00	8.890195e-13	0.000000e+00	-0.000000e+00	0.000000e+00	8.427244e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.818182e+01	1.821731e-09	9.327249e-23	6.643685e-13	0.000000e+00	-0.000000e+00	0.000000e+00	6.545037e-13	0.000000e+00	-0.000000e+00	0.000000e+00	6.195945e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.848485e+01	1.467273e-09	8.556680e-23	4.887850e-13	0.000000e+00	-0.000000e+00	0.000000e+00	4.813040e-13	0.000000e+00	-0.000000e+00	0.000000e+00	4.549310e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.878788e+01	1.181783e-09	7.843699e-23	3.598237e-13	0.000000e+00	-0.000000e+00	0.000000e+00	3.541652e-13	0.000000e+00	-0.000000e+00	0.000000e+00	3.342801e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.909091e+01	9.518410e-10	7.184594e-23	2.659495e-13	0.000000e+00	-0.000000e+00	0.000000e+00	2.616876e-13	0.000000e+00	-0.000000e+00	0.000000e+00	2.467234e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.939394e+01	7.666394e-10	6.575835e-23	1.968787e-13	0.000000e+00	-0.000000e+00	0.000000e+00	1.936765e-13	0.000000e+00	-0.000000e+00	0.000000e+00	1.824298e-13	0.000000e+00	-0.000000e+00	0.000000e+00
2.969697e+01	6.174728e-10	6.014073e-23	1.457021e-13	0.000000e+00	-0.000000e+00	0.000000e+00	1.433001e-13	0.000000e+00	-0.000000e+00	0.000000e+00	1.348590e-13	0.000000e+00	-0.000000e+00	0.000000e+00
3.000000e+01	4.973299e-10	5.496135e-23	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
