xx=1.126146e+01, dx=1.000000e-02, T=1.282134e+00; time needed till here: 3.128000e+03 seconds.
       y	f_photons	f_electrons	  f_nu_e	Coll_nu_e	Cforw_nu_e	Cback_nu_e	 f_nu_mu	Coll_nu_mu	Cforw_nu_mu	Cback_nu_mu	f_nu_tau	Coll_nu_tau	Cforw_nu_tau	Cback_nu_tau
9.494949e+00	6.082190e-04	1.734349e-04	8.817896e-05	2.470293e-09	-1.487035e-08	1.734064e-08	8.613276e-05	-3.021145e-09	-1.313419e-08	1.011304e-08	7.803403e-05	3.672284e-08	-5.913724e-08	9.586008e-08
9.696970e+00	5.195072e-04	1.515167e-04	7.255008e-05	2.374126e-09	-1.256556e-08	1.493969e-08	7.077485e-05	-2.592434e-09	-1.107817e-08	8.485731e-09	6.413397e-05	3.560481e-08	-4.866901e-08	8.427382e-08
9.898990e+00	4.437402e-04	1.322708e-04	5.971323e-05	2.245583e-09	-1.062712e-08	1.287270e-08	5.817700e-05	-2.226581e-09	-9.353152e-09	7.126571e-09	5.268908e-05	3.047800e-08	-3.974670e-08	7.022470e-08
1.010101e+01	3.790276e-04	1.153882e-04	4.915222e-05	2.127706e-09	-8.970812e-09	1.109852e-08	4.782551e-05	-1.892617e-09	-7.880608e-09	5.987991e-09	4.331573e-05	2.693615e-08	-3.241096e-08	5.934711e-08
1.030303e+01	3.237554e-04	1.005927e-04	4.047293e-05	1.990324e-09	-7.577244e-09	9.567569e-09	3.932951e-05	-1.609918e-09	-6.644882e-09	5.034964e-09	3.560412e-05	2.822003e-08	-2.730471e-08	5.552474e-08
1.050505e+01	2.765455e-04	8.763795e-05	3.334815e-05	1.849864e-09	-6.401823e-09	8.251687e-09	3.236448e-05	-1.367131e-09	-5.604772e-09	4.237641e-09	2.928168e-05	2.707803e-08	-2.320113e-08	5.027916e-08
1.070707e+01	2.362214e-04	7.630460e-05	2.750013e-05	1.718380e-09	-5.405121e-09	7.123500e-09	2.665536e-05	-1.153687e-09	-4.724412e-09	3.570726e-09	2.405684e-05	2.375950e-08	-2.028152e-08	4.404102e-08
1.090909e+01	2.017783e-04	6.639780e-05	2.270004e-05	1.581776e-09	-4.568725e-09	6.150501e-09	2.197575e-05	-9.793082e-10	-3.987218e-09	3.007910e-09	1.976207e-05	1.991673e-08	-1.705235e-08	3.696908e-08
1.111111e+01	1.723581e-04	5.774469e-05	1.875650e-05	1.464470e-09	-3.859264e-09	5.323734e-09	1.813650e-05	-8.259277e-10	-3.361766e-09	2.535839e-09	1.625195e-05	1.718834e-08	-1.386332e-08	3.105166e-08
1.131313e+01	1.472282e-04	5.019220e-05	1.551773e-05	1.346606e-09	-3.263735e-09	4.610340e-09	1.498774e-05	-6.990494e-10	-2.837821e-09	2.138772e-09	1.337424e-05	1.621006e-08	-1.139697e-08	2.760703e-08
1.151515e+01	1.257627e-04	4.360498e-05	1.285354e-05	1.234394e-09	-2.757723e-09	3.992117e-09	1.240113e-05	-5.896167e-10	-2.393158e-09	1.803541e-09	1.099796e-05	1.412158e-08	-9.335575e-09	2.345715e-08
1.171717e+01	1.074271e-04	3.786351e-05	1.065969e-05	1.121043e-09	-2.331199e-09	3.452242e-09	1.027405e-05	-4.973877e-10	-2.019403e-09	1.522016e-09	9.053807e-06	1.258625e-08	-7.706694e-09	2.029295e-08
1.191919e+01	9.176504e-05	3.286242e-05	8.850580e-06	1.014649e-09	-1.970897e-09	2.985546e-09	8.522369e-06	-4.185844e-10	-1.704373e-09	1.285789e-09	7.449837e-06	1.119346e-08	-6.438771e-09	1.763223e-08
1.212121e+01	7.838655e-05	2.850890e-05	7.350112e-06	9.155523e-10	-1.665282e-09	2.580834e-09	7.071106e-06	-3.507018e-10	-1.437816e-09	1.087114e-09	6.134420e-06	1.015842e-08	-5.511959e-09	1.567037e-08
1.232323e+01	6.695866e-05	2.472132e-05	6.106511e-06	8.275111e-10	-1.406332e-09	2.233843e-09	5.869518e-06	-2.919246e-10	-1.212227e-09	9.203026e-10	5.046039e-06	9.359851e-09	-4.836167e-09	1.419602e-08
1.252525e+01	5.719692e-05	2.142795e-05	5.076787e-06	7.459661e-10	-1.186769e-09	1.932735e-09	4.875654e-06	-2.414639e-10	-1.021238e-09	7.797737e-10	4.152617e-06	8.963659e-09	-3.947415e-09	1.291107e-08
1.272727e+01	4.885839e-05	1.856583e-05	4.224651e-06	6.732100e-10	-1.001651e-09	1.674860e-09	4.054078e-06	-1.985498e-10	-8.604104e-10	6.618606e-10	3.422658e-06	8.061271e-09	-3.218506e-09	1.127978e-08
1.292929e+01	4.173555e-05	1.607978e-05	3.520077e-06	6.066041e-10	-8.455692e-10	1.452173e-09	3.375543e-06	-1.623688e-10	-7.250000e-10	5.626312e-10	2.820472e-06	7.447360e-09	-2.654626e-09	1.010199e-08
1.313131e+01	3.565116e-05	1.392144e-05	2.939723e-06	5.435919e-10	-7.147884e-10	1.258380e-09	2.817361e-06	-1.330273e-10	-6.118130e-10	4.787857e-10	2.324257e-06	7.211324e-09	-2.177840e-09	9.389164e-09
1.333333e+01	3.045380e-05	1.204849e-05	2.461612e-06	4.857754e-10	-6.053375e-10	1.091113e-09	2.358111e-06	-1.093369e-10	-5.172871e-10	4.079502e-10	1.917196e-06	7.021930e-09	-1.822444e-09	8.844374e-09
1.353535e+01	2.601415e-05	1.042393e-05	2.066389e-06	4.329098e-10	-5.133420e-10	9.462518e-10	1.978914e-06	-8.991735e-11	-4.379983e-10	3.480810e-10	1.581511e-06	6.229398e-09	-1.543237e-09	7.772635e-09
1.373737e+01	2.222175e-05	9.015432e-06	1.739138e-06	3.849141e-10	-4.364257e-10	8.213398e-10	1.665274e-06	-7.439019e-11	-3.718401e-10	2.974499e-10	1.303689e-06	5.445556e-09	-1.358832e-09	6.804388e-09
1.393939e+01	1.898222e-05	7.794761e-06	1.468839e-06	3.414479e-10	-3.718632e-10	7.133111e-10	1.406529e-06	-6.196626e-11	-3.163871e-10	2.544208e-10	1.074611e-06	4.678254e-09	-1.113219e-09	5.791473e-09
1.414141e+01	1.621496e-05	6.737294e-06	1.244001e-06	3.023078e-10	-3.176827e-10	6.199906e-10	1.191465e-06	-5.197686e-11	-2.699376e-10	2.179607e-10	8.873640e-07	4.061038e-09	-9.106207e-10	4.971659e-09
1.434343e+01	1.385112e-05	5.821561e-06	1.054811e-06	2.673099e-10	-2.716938e-10	5.390038e-10	1.010527e-06	-4.359845e-11	-2.305796e-10	1.869811e-10	7.328821e-07	3.610564e-09	-7.513110e-10	4.361875e-09
1.454545e+01	1.183189e-05	5.028858e-06	8.954205e-07	2.360790e-10	-2.325505e-10	4.686295e-10	8.580926e-07	-3.651305e-11	-1.971320e-10	1.606189e-10	6.056175e-07	3.153904e-09	-6.184598e-10	3.772364e-09
1.474747e+01	1.010703e-05	4.342897e-06	7.622252e-07	2.078266e-10	-1.996029e-10	4.074295e-10	7.307760e-07	-3.086829e-11	-1.690466e-10	1.381783e-10	5.007560e-07	2.792691e-09	-5.176916e-10	3.310383e-09
1.494949e+01	8.633622e-06	3.749508e-06	6.488781e-07	1.829008e-10	-1.713292e-10	3.542300e-10	6.223933e-07	-2.594718e-11	-1.449780e-10	1.190308e-10	4.141362e-07	2.443187e-09	-4.392661e-10	2.882454e-09
1.515152e+01	7.375010e-06	3.236366e-06	5.543703e-07	1.604217e-10	-1.475502e-10	3.079719e-10	5.320887e-07	-2.212050e-11	-1.247760e-10	1.026555e-10	3.422297e-07	2.129415e-09	-3.816015e-10	2.511016e-09
1.535354e+01	6.299880e-06	2.792759e-06	4.755648e-07	1.402147e-10	-1.275088e-10	2.677234e-10	4.568321e-07	-1.918836e-11	-1.077700e-10	8.858161e-11	2.831327e-07	2.373470e-09	-3.134804e-10	2.686951e-09
1.555556e+01	5.381483e-06	2.409380e-06	4.089421e-07	1.224851e-10	-1.104746e-10	2.329597e-10	3.931987e-07	-1.676473e-11	-9.333155e-11	7.656682e-11	2.345054e-07	2.334669e-09	-2.581261e-10	2.592795e-09
1.575758e+01	4.596971e-06	2.078149e-06	3.526588e-07	1.067926e-10	-9.600103e-11	2.027936e-10	3.394337e-07	-1.479454e-11	-8.108195e-11	6.628741e-11	1.942329e-07	1.995863e-09	-2.134412e-10	2.209304e-09
1.595960e+01	3.926826e-06	1.792055e-06	3.058576e-07	9.261218e-11	-8.390840e-11	1.765206e-10	2.947561e-07	-1.339851e-11	-7.087266e-11	5.747414e-11	1.610649e-07	1.702068e-09	-1.777198e-10	1.879788e-09
1.616162e+01	3.354374e-06	1.545012e-06	2.662609e-07	8.003188e-11	-7.362252e-11	1.536544e-10	2.569498e-07	-1.230676e-11	-6.220154e-11	4.989478e-11	1.335940e-07	1.449189e-09	-1.496412e-10	1.598830e-09
1.636364e+01	2.865375e-06	1.331748e-06	2.321666e-07	6.905871e-11	-6.471120e-11	1.337699e-10	2.243639e-07	-1.132313e-11	-5.469246e-11	4.336933e-11	1.107702e-07	1.236715e-09	-1.305271e-10	1.367242e-09
1.656566e+01	2.447661e-06	1.147689e-06	2.032289e-07	5.935283e-11	-5.701724e-11	1.163701e-10	1.966935e-07	-1.055016e-11	-4.820419e-11	3.765403e-11	9.189455e-08	1.171224e-09	-1.076576e-10	1.278881e-09
1.676768e+01	2.090842e-06	9.888756e-07	1.781512e-07	5.094507e-11	-5.032035e-11	1.012654e-10	1.726756e-07	-9.814735e-12	-4.255699e-11	3.274226e-11	7.631880e-08	1.032261e-09	-8.911729e-11	1.121378e-09
1.696970e+01	1.786041e-06	8.518769e-07	1.558652e-07	4.384654e-11	-4.433521e-11	8.818175e-11	1.512766e-07	-8.991713e-12	-3.750521e-11	2.851349e-11	6.345202e-08	8.973658e-10	-7.377072e-11	9.711365e-10
1.717172e+01	1.525672e-06	7.337236e-07	1.368225e-07	3.754178e-11	-3.919660e-11	7.673838e-11	1.329796e-07	-8.324352e-12	-3.317458e-11	2.485023e-11	5.279379e-08	7.856924e-10	-6.185756e-11	8.475500e-10
1.737374e+01	1.303261e-06	6.318456e-07	1.207263e-07	3.195093e-11	-3.483992e-11	6.679086e-11	1.175106e-07	-7.820111e-12	-2.950757e-11	2.168745e-11	4.392967e-08	6.848942e-10	-5.260834e-11	7.375025e-10
1.757576e+01	1.113272e-06	5.440199e-07	1.064592e-07	2.715117e-11	-3.091985e-11	5.807103e-11	1.037720e-07	-7.307711e-12	-2.620215e-11	1.889444e-11	3.655093e-08	5.952934e-10	-4.481079e-11	6.401042e-10
1.777778e+01	9.509801e-07	4.683238e-07	9.417319e-08	2.296013e-11	-2.750758e-11	5.046771e-11	9.192868e-08	-6.868934e-12	-2.332331e-11	1.645437e-11	3.046089e-08	5.210731e-10	-3.723242e-11	5.583055e-10
1.797980e+01	8.123469e-07	4.030951e-07	8.377954e-08	1.924701e-11	-2.461665e-11	4.386366e-11	8.190634e-08	-6.540130e-12	-2.088759e-11	1.434746e-11	2.541245e-08	4.551837e-10	-3.094749e-11	4.861312e-10
1.818182e+01	6.939235e-07	3.468971e-07	7.456340e-08	1.607966e-11	-2.204371e-11	3.812337e-11	7.300093e-08	-6.202281e-12	-1.871935e-11	1.251707e-11	2.121390e-08	3.972677e-10	-2.600502e-11	4.232727e-10
1.838384e+01	5.927638e-07	2.984887e-07	6.667072e-08	1.330370e-11	-1.983685e-11	3.314055e-11	6.536952e-08	-5.925828e-12	-1.686165e-11	1.093582e-11	1.771632e-08	3.462861e-10	-2.241547e-11	3.687016e-10
1.858586e+01	5.063511e-07	2.567977e-07	5.971744e-08	1.092886e-11	-1.785090e-11	2.877976e-11	5.863477e-08	-5.656734e-12	-1.518453e-11	9.527793e-12	1.480227e-08	3.026641e-10	-1.873530e-11	3.213994e-10
1.878788e+01	4.325356e-07	2.208981e-07	5.329534e-08	8.972750e-12	-1.600722e-11	2.497997e-11	5.239384e-08	-5.330199e-12	-1.362512e-11	8.294917e-12	1.238827e-08	2.672760e-10	-1.566801e-11	2.829440e-10
1.898990e+01	3.694809e-07	1.899908e-07	4.746494e-08	7.343209e-12	-1.432739e-11	2.167060e-11	4.671420e-08	-4.987656e-12	-1.220317e-11	7.215511e-12	1.037559e-08	2.356568e-10	-1.322807e-11	2.488849e-10
1.919192e+01	3.156182e-07	1.633859e-07	4.215629e-08	6.003006e-12	-1.278458e-11	1.878758e-11	4.153172e-08	-4.627467e-12	-1.089521e-11	6.267746e-12	8.689361e-09	2.891822e-10	-1.124573e-11	3.004280e-10
1.939394e+01	2.696076e-07	1.404882e-07	3.763875e-08	4.821264e-12	-1.145709e-11	1.627835e-11	3.711965e-08	-4.331754e-12	-9.768645e-12	5.436890e-12	7.281912e-09	2.825978e-10	-9.415890e-12	2.920137e-10
1.959596e+01	2.303044e-07	1.207840e-07	3.361102e-08	3.833988e-12	-1.027077e-11	1.410475e-11	3.318002e-08	-4.043527e-12	-8.761424e-12	4.717898e-12	6.107778e-09	2.565963e-10	-7.958672e-12	2.645550e-10
1.979798e+01	1.967308e-07	1.038307e-07	3.009996e-08	2.985927e-12	-9.226682e-12	1.221261e-11	2.974264e-08	-3.786033e-12	-7.873780e-12	4.087747e-12	5.125850e-09	2.227167e-10	-6.688389e-12	2.294051e-10
2.000000e+01	1.680515e-07	8.924614e-08	2.703452e-08	2.262767e-12	-8.310030e-12	1.057280e-11	2.673859e-08	-3.554064e-12	-7.093659e-12	3.539595e-12	4.306980e-09	1.891765e-10	-5.604191e-12	1.947807e-10
