xx=7.021411e+00, dx=1.000000e-02, T=1.216916e+00; time needed till here: 4.092000e+03 seconds.
       y	f_photons	f_electrons	  f_nu_e	Coll_nu_e	Cforw_nu_e	Cback_nu_e	 f_nu_mu	Coll_nu_mu	Cforw_nu_mu	Cback_nu_mu	f_nu_tau	Coll_nu_tau	Cforw_nu_tau	Cback_nu_tau
3.030303e+00	9.039082e-02	2.064841e-02	5.330143e-02	2.970758e-07	-1.502739e-05	1.532447e-05	5.306349e-02	-1.174426e-08	-1.180181e-05	1.179006e-05	1.415491e-03	-8.091870e-07	-3.902548e-06	3.093361e-06
3.232323e+00	7.552028e-02	1.855301e-02	4.444329e-02	3.906333e-07	-1.352857e-05	1.391920e-05	4.423878e-02	8.142059e-09	-1.057341e-05	1.058155e-05	1.352038e-03	-7.508861e-07	-3.706008e-06	2.955122e-06
3.434343e+00	6.323802e-02	1.660389e-02	3.699914e-02	4.635959e-07	-1.212103e-05	1.258463e-05	3.682312e-02	2.129629e-08	-9.427442e-06	9.448739e-06	1.288470e-03	-6.942608e-07	-3.574220e-06	2.879959e-06
3.636364e+00	5.305183e-02	1.480492e-02	3.076076e-02	5.182749e-07	-1.082074e-05	1.133902e-05	3.060949e-02	3.730946e-08	-8.381844e-06	8.419154e-06	1.224662e-03	-6.385147e-07	-3.409853e-06	2.771338e-06
3.838384e+00	4.457518e-02	1.315611e-02	2.554545e-02	5.562173e-07	-9.632002e-06	1.018822e-05	2.541555e-02	4.942266e-08	-7.434501e-06	7.483923e-06	1.161155e-03	-5.838918e-07	-3.202461e-06	2.618569e-06
4.040404e+00	3.750117e-02	1.165439e-02	2.119470e-02	5.786638e-07	-8.553718e-06	9.132382e-06	2.108310e-02	5.584304e-08	-6.580387e-06	6.636230e-06	1.098981e-03	-5.296787e-07	-3.049070e-06	2.519391e-06
4.242424e+00	3.158374e-02	1.029436e-02	1.757129e-02	5.860709e-07	-7.543104e-06	8.129175e-06	1.747528e-02	6.104609e-08	-5.781654e-06	5.842700e-06	1.037411e-03	-4.808352e-07	-2.895028e-06	2.414193e-06
4.444444e+00	2.662400e-02	9.068917e-03	1.455797e-02	5.816205e-07	-6.589775e-06	7.171395e-06	1.447525e-02	6.420729e-08	-5.027381e-06	5.091589e-06	9.770865e-04	-4.349359e-07	-2.735746e-06	2.300810e-06
4.646465e+00	2.246006e-02	7.969826e-03	1.205491e-02	5.711683e-07	-5.747484e-06	6.318653e-06	1.198373e-02	6.590193e-08	-4.369971e-06	4.435873e-06	9.189718e-04	-3.874134e-07	-2.617429e-06	2.230016e-06
4.848485e+00	1.895939e-02	6.988163e-03	9.977600e-03	5.499649e-07	-5.009922e-06	5.559886e-06	9.916526e-03	6.532454e-08	-3.800091e-06	3.865415e-06	8.618843e-04	-3.468126e-07	-2.485256e-06	2.138443e-06
5.050505e+00	1.601288e-02	6.114691e-03	8.255187e-03	5.255596e-07	-4.358858e-06	4.884418e-06	8.202886e-03	6.380518e-08	-3.298225e-06	3.362030e-06	8.071959e-04	-3.118762e-07	-2.322588e-06	2.010712e-06
5.252525e+00	1.353038e-02	5.340149e-03	6.828029e-03	4.972227e-07	-3.786771e-06	4.283993e-06	6.783288e-03	6.150318e-08	-2.859620e-06	2.921123e-06	7.547364e-04	-2.704378e-07	-2.218290e-06	1.947852e-06
5.454545e+00	1.143707e-02	4.655474e-03	5.646253e-03	4.676023e-07	-3.285752e-06	3.753354e-06	5.608053e-03	5.918275e-08	-2.476926e-06	2.536109e-06	7.041039e-04	-2.376855e-07	-2.080372e-06	1.842686e-06
5.656566e+00	9.670712e-03	4.051955e-03	4.668091e-03	4.335912e-07	-2.843852e-06	3.277443e-06	4.635504e-03	5.527833e-08	-2.140343e-06	2.195621e-06	6.557851e-04	-2.034912e-07	-1.955735e-06	1.752244e-06
5.858586e+00	8.179360e-03	3.521350e-03	3.858845e-03	4.017732e-07	-2.449766e-06	2.851539e-06	3.831080e-03	5.145154e-08	-1.838360e-06	1.889812e-06	6.096245e-04	-1.746028e-07	-1.840366e-06	1.665764e-06
6.060606e+00	6.919570e-03	3.055953e-03	3.189495e-03	3.706816e-07	-2.103322e-06	2.474004e-06	3.165912e-03	4.793577e-08	-1.573408e-06	1.621344e-06	5.661015e-04	-1.440717e-07	-1.750063e-06	1.605992e-06
6.262626e+00	5.854940e-03	2.648633e-03	2.635978e-03	3.394456e-07	-1.805441e-06	2.144887e-06	2.616039e-03	4.410446e-08	-1.347021e-06	1.391125e-06	5.242796e-04	-1.174008e-07	-1.658259e-06	1.540858e-06
6.464646e+00	4.954919e-03	2.292849e-03	2.178361e-03	3.083241e-07	-1.548268e-06	1.856592e-06	2.161584e-03	4.001871e-08	-1.153022e-06	1.193040e-06	4.844250e-04	-9.118293e-08	-1.533390e-06	1.442207e-06
6.666667e+00	4.193825e-03	1.982645e-03	1.800103e-03	2.794602e-07	-1.326331e-06	1.605792e-06	1.786055e-03	3.646867e-08	-9.865773e-07	1.023046e-06	4.468463e-04	-7.106411e-08	-1.411096e-06	1.340032e-06
6.868687e+00	3.550051e-03	1.712635e-03	1.487495e-03	2.534000e-07	-1.135462e-06	1.388862e-06	1.475781e-03	3.306912e-08	-8.437280e-07	8.767971e-07	4.122329e-04	-5.052749e-08	-1.323057e-06	1.272529e-06
7.070707e+00	3.005396e-03	1.477971e-03	1.229182e-03	2.292793e-07	-9.720862e-07	1.201366e-06	1.219466e-03	2.983264e-08	-7.215984e-07	7.514311e-07	3.791877e-04	-2.846636e-08	-1.234720e-06	1.206254e-06
7.272727e+00	2.544514e-03	1.274317e-03	1.015751e-03	2.053490e-07	-8.315403e-07	1.036889e-06	1.007724e-03	2.662086e-08	-6.170008e-07	6.436217e-07	3.481289e-04	-1.349415e-08	-1.142261e-06	1.128767e-06
7.474747e+00	2.154461e-03	1.097805e-03	8.394194e-04	1.842401e-07	-7.101439e-07	8.943840e-07	8.328293e-04	2.380305e-08	-5.265799e-07	5.503829e-07	3.194654e-04	-2.895787e-09	-1.064238e-06	1.061342e-06
7.676768e+00	1.824309e-03	9.450040e-04	6.937338e-04	1.645055e-07	-6.062336e-07	7.707391e-07	6.883571e-04	2.119961e-08	-4.494241e-07	4.706237e-07	2.926201e-04	1.058034e-08	-9.987929e-07	1.009373e-06
7.878788e+00	1.544828e-03	8.128769e-04	5.733751e-04	1.466405e-07	-5.168374e-07	6.634779e-07	5.690216e-04	1.882629e-08	-3.829494e-07	4.017757e-07	2.678569e-04	1.939260e-08	-9.232586e-07	9.426512e-07
8.080808e+00	1.308218e-03	6.987455e-04	4.739374e-04	1.305128e-07	-4.392468e-07	5.697596e-07	4.704511e-04	1.668105e-08	-3.250338e-07	3.417148e-07	2.448639e-04	2.456084e-08	-8.478318e-07	8.723927e-07
8.282828e+00	1.107889e-03	6.002540e-04	3.917810e-04	1.160191e-07	-3.728715e-07	4.888906e-07	3.890279e-04	1.478616e-08	-2.755291e-07	2.903153e-07	2.234464e-04	3.188773e-08	-7.792765e-07	8.111642e-07
8.484848e+00	9.382646e-04	5.153356e-04	3.238969e-04	1.030524e-07	-3.164850e-07	4.195374e-07	3.217627e-04	1.307328e-08	-2.335899e-07	2.466632e-07	2.037110e-04	3.474347e-08	-7.112447e-07	7.459882e-07
8.686869e+00	7.946316e-04	4.421811e-04	2.678036e-04	9.127166e-08	-2.685840e-07	3.598557e-07	2.661869e-04	1.150556e-08	-1.980636e-07	2.095691e-07	1.856354e-04	3.922386e-08	-6.601799e-07	6.994037e-07
8.888889e+00	6.730012e-04	3.792100e-04	2.214534e-04	8.062595e-08	-2.278822e-07	3.085081e-07	2.202684e-04	1.011473e-08	-1.679540e-07	1.780688e-07	1.689721e-04	4.463890e-08	-6.150250e-07	6.596639e-07
9.090909e+00	5.699988e-04	3.250444e-04	1.831522e-04	7.105005e-08	-1.932552e-07	2.643052e-07	1.823226e-04	8.865506e-09	-1.424005e-07	1.512660e-07	1.533470e-04	4.694127e-08	-5.695912e-07	6.165325e-07
9.292929e+00	4.827685e-04	2.784847e-04	1.515026e-04	6.254036e-08	-1.638070e-07	2.263473e-07	1.509621e-04	7.749712e-09	-1.207051e-07	1.284548e-07	1.389234e-04	4.724647e-08	-5.231971e-07	5.704435e-07
9.494949e+00	4.088930e-04	2.384885e-04	1.253474e-04	5.497575e-08	-1.388341e-07	1.938099e-07	1.250402e-04	6.774572e-09	-1.023332e-07	1.091078e-07	1.258507e-04	4.598084e-08	-4.714674e-07	5.174482e-07
9.696970e+00	3.463262e-04	2.041511e-04	1.037308e-04	4.830893e-08	-1.176500e-07	1.659589e-07	1.036111e-04	5.926751e-09	-8.677354e-08	9.270029e-08	1.140693e-04	4.787481e-08	-4.340200e-07	4.818948e-07
9.898990e+00	2.933358e-04	1.746884e-04	8.586100e-05	4.240575e-08	-9.967239e-08	1.420781e-07	8.588846e-05	5.178046e-09	-7.359311e-08	7.877115e-08	1.031217e-04	4.713199e-08	-3.947793e-07	4.419112e-07
1.010101e+01	2.484554e-04	1.494219e-04	7.108726e-05	3.718525e-08	-8.438223e-08	1.215675e-07	7.123001e-05	4.517427e-09	-6.238089e-08	6.689832e-08	9.317946e-05	4.512136e-08	-3.575459e-07	4.026673e-07
1.030303e+01	2.104431e-04	1.277645e-04	5.887125e-05	3.261096e-08	-7.143274e-08	1.040437e-07	5.910228e-05	3.944458e-09	-5.287914e-08	5.682360e-08	8.416607e-05	4.491995e-08	-3.294820e-07	3.744019e-07
1.050505e+01	1.782475e-04	1.092095e-04	4.876878e-05	2.856505e-08	-6.047520e-08	8.904025e-08	4.906597e-05	3.442571e-09	-4.484074e-08	4.828331e-08	7.597121e-05	4.266707e-08	-3.015616e-07	3.442287e-07
1.070707e+01	1.509783e-04	9.331954e-05	4.041346e-05	2.500125e-08	-5.120716e-08	7.620841e-08	4.075955e-05	3.000928e-09	-3.804233e-08	4.104326e-08	6.850667e-05	4.235120e-08	-2.802777e-07	3.226289e-07
1.090909e+01	1.278814e-04	7.971745e-05	3.350117e-05	2.185814e-08	-4.331362e-08	6.517176e-08	3.388170e-05	2.605732e-09	-3.224243e-08	3.484816e-08	6.159595e-05	4.114206e-08	-2.541623e-07	2.953044e-07
1.111111e+01	1.083182e-04	6.807843e-05	2.778152e-05	1.908616e-08	-3.662797e-08	5.571413e-08	2.818464e-05	2.258818e-09	-2.733171e-08	2.959053e-08	5.533168e-05	3.886688e-08	-2.278265e-07	2.666934e-07
1.131313e+01	9.174813e-05	5.812287e-05	2.304738e-05	1.663639e-08	-3.095539e-08	4.759179e-08	2.346355e-05	1.955072e-09	-2.316007e-08	2.511514e-08	4.978083e-05	3.646803e-08	-2.058579e-07	2.423259e-07
1.151515e+01	7.771305e-05	4.961030e-05	1.912772e-05	1.447734e-08	-2.613792e-08	4.061526e-08	1.954934e-05	1.683303e-09	-1.960892e-08	2.129222e-08	4.470682e-05	3.527929e-08	-1.873535e-07	2.226328e-07
1.171717e+01	6.582511e-05	4.233399e-05	1.588193e-05	1.258576e-08	-2.206824e-08	3.465400e-08	1.630310e-05	1.444244e-09	-1.660744e-08	1.805169e-08	4.010728e-05	3.306781e-08	-1.689007e-07	2.019685e-07
1.191919e+01	5.575580e-05	3.611637e-05	1.319329e-05	1.093516e-08	-1.863693e-08	2.957210e-08	1.360920e-05	1.237419e-09	-1.407504e-08	1.531246e-08	3.597975e-05	3.089078e-08	-1.539821e-07	1.848728e-07
1.212121e+01	4.722687e-05	3.080501e-05	1.096595e-05	9.495016e-09	-1.574813e-08	2.524315e-08	1.137316e-05	1.055496e-09	-1.194237e-08	1.299786e-08	3.226068e-05	2.922493e-08	-1.407566e-07	1.699816e-07
1.232323e+01	4.000266e-05	2.626912e-05	9.120348e-06	8.238414e-09	-1.330959e-08	2.154800e-08	9.516100e-06	8.957174e-10	-1.014266e-08	1.103838e-08	2.891271e-05	2.775757e-08	-1.291171e-07	1.568747e-07
1.252525e+01	3.388356e-05	2.239653e-05	7.590327e-06	7.142576e-09	-1.124885e-08	1.839142e-08	7.972425e-06	7.570484e-10	-8.619544e-09	9.376592e-09	2.584532e-05	2.661078e-08	-1.157092e-07	1.423200e-07
1.272727e+01	2.870050e-05	1.909109e-05	6.321201e-06	6.188725e-09	-9.513285e-09	1.570201e-08	6.687976e-06	6.364240e-10	-7.334712e-09	7.971136e-09	2.309064e-05	2.498035e-08	-1.032345e-07	1.282149e-07
1.292929e+01	2.431031e-05	1.627045e-05	5.267983e-06	5.358878e-09	-8.050725e-09	1.340960e-08	5.618245e-06	5.314533e-10	-6.250162e-09	6.781615e-09	2.066304e-05	2.346805e-08	-9.302681e-08	1.164949e-07
1.313131e+01	2.059167e-05	1.386406e-05	4.393544e-06	4.636979e-09	-6.817943e-09	1.145492e-08	4.726657e-06	4.404908e-10	-5.333782e-09	5.774273e-09	1.846246e-05	2.242019e-08	-8.404660e-08	1.064668e-07
1.333333e+01	1.744187e-05	1.181155e-05	3.667501e-06	4.009701e-09	-5.779200e-09	9.788901e-09	3.983369e-06	3.618631e-10	-4.559540e-09	4.921403e-09	1.648714e-05	2.195963e-08	-7.606891e-08	9.802854e-08
1.353535e+01	1.477389e-05	1.006125e-05	3.064063e-06	3.464244e-09	-4.902864e-09	8.367107e-09	3.362565e-06	2.938940e-10	-3.904393e-09	4.198287e-09	1.471440e-05	2.099527e-08	-6.894573e-08	8.994100e-08
1.373737e+01	1.251401e-05	8.568973e-06	2.562589e-06	2.988391e-09	-4.161713e-09	7.150104e-09	2.844161e-06	2.346022e-10	-3.349555e-09	3.584158e-09	1.312570e-05	1.994649e-08	-6.277638e-08	8.272287e-08
1.393939e+01	1.059982e-05	7.296925e-06	2.145705e-06	2.574941e-09	-3.533221e-09	6.108161e-09	2.411107e-06	1.831339e-10	-2.876679e-09	3.059813e-09	1.168522e-05	1.923821e-08	-5.631191e-08	7.555012e-08
1.414141e+01	8.978435e-06	6.212808e-06	1.798545e-06	2.217391e-09	-3.002819e-09	5.220210e-09	2.048054e-06	1.394363e-10	-2.475681e-09	2.615117e-09	1.039815e-05	1.806903e-08	-5.009778e-08	6.816681e-08
1.434343e+01	7.605064e-06	5.289025e-06	1.509120e-06	1.907393e-09	-2.555045e-09	4.462438e-09	1.743044e-06	1.024208e-10	-2.135022e-09	2.237443e-09	9.269949e-06	1.676740e-08	-4.485637e-08	6.162376e-08
1.454545e+01	6.441769e-06	4.501997e-06	1.267759e-06	1.639693e-09	-2.176941e-09	3.816635e-09	1.486711e-06	7.101128e-11	-1.845505e-09	1.916516e-09	8.258457e-06	1.571270e-08	-4.038663e-08	5.609934e-08
1.474747e+01	5.456417e-06	3.831589e-06	1.066435e-06	1.408339e-09	-1.857531e-09	3.265870e-09	1.271216e-06	4.429223e-11	-1.599400e-09	1.643692e-09	7.354508e-06	1.458456e-08	-3.642434e-08	5.100890e-08
1.494949e+01	4.621788e-06	3.260611e-06	8.982617e-07	1.207159e-09	-1.586345e-09	2.793504e-09	1.089399e-06	2.175126e-11	-1.389153e-09	1.410905e-09	6.543139e-06	1.365300e-08	-3.297718e-08	4.663018e-08
1.515152e+01	3.914826e-06	2.774389e-06	7.577840e-07	1.031895e-09	-1.355900e-09	2.387795e-09	9.361372e-07	2.620424e-12	-1.209295e-09	1.211916e-09	5.815306e-06	1.263643e-08	-2.985303e-08	4.248945e-08
1.535354e+01	3.316004e-06	2.360402e-06	6.405612e-07	8.809566e-10	-1.160184e-09	2.041141e-09	8.071934e-07	-1.359822e-11	-1.054868e-09	1.041270e-09	5.161234e-06	1.162405e-08	-2.651432e-08	3.813837e-08
1.555556e+01	2.808779e-06	2.007969e-06	5.423889e-07	7.514458e-10	-9.946964e-10	1.746142e-09	6.978427e-07	-2.672792e-11	-9.228323e-10	8.961044e-10	4.584761e-06	1.069585e-08	-2.350327e-08	3.419912e-08
1.575758e+01	2.379141e-06	1.707975e-06	4.599074e-07	6.403504e-10	-8.541785e-10	1.494529e-09	6.046286e-07	-3.708677e-11	-8.092839e-10	7.721971e-10	4.078807e-06	9.979634e-09	-2.113396e-08	3.111360e-08
1.595960e+01	2.015222e-06	1.452653e-06	3.906181e-07	5.446275e-10	-7.347149e-10	1.279342e-09	5.252469e-07	-4.547480e-11	-7.116890e-10	6.662142e-10	3.623527e-06	9.365381e-09	-1.896056e-08	2.832594e-08
1.616162e+01	1.706969e-06	1.235376e-06	3.322528e-07	4.622729e-10	-6.327260e-10	1.094999e-09	4.573148e-07	-5.198780e-11	-6.273297e-10	5.753419e-10	3.214998e-06	8.810601e-09	-1.702548e-08	2.583608e-08
1.636364e+01	1.445867e-06	1.050498e-06	2.831485e-07	3.916984e-10	-5.459039e-10	9.376023e-10	3.991956e-07	-5.688239e-11	-5.544648e-10	4.975824e-10	2.852741e-06	8.290974e-09	-1.542802e-08	2.371899e-08
1.656566e+01	1.224704e-06	8.932058e-07	2.419170e-07	3.310856e-10	-4.713457e-10	8.024313e-10	3.498314e-07	-6.078755e-11	-4.907188e-10	4.299313e-10	2.529001e-06	7.778224e-09	-1.366565e-08	2.144387e-08
1.676768e+01	1.037370e-06	7.593975e-07	2.072778e-07	2.790847e-10	-4.082543e-10	6.873390e-10	3.076834e-07	-6.373003e-11	-4.360377e-10	3.723077e-10	2.246474e-06	7.341321e-09	-1.217691e-08	1.951823e-08
1.696970e+01	8.786916e-07	6.455793e-07	1.780547e-07	2.345006e-10	-3.545690e-10	5.890696e-10	2.714120e-07	-6.569059e-11	-3.887188e-10	3.230282e-10	1.992788e-06	6.926949e-09	-1.088684e-08	1.781379e-08
1.717172e+01	7.442849e-07	5.487747e-07	1.532354e-07	1.964326e-10	-3.085184e-10	5.049510e-10	2.399260e-07	-6.673467e-11	-3.473702e-10	2.806355e-10	1.768333e-06	6.489796e-09	-9.738631e-09	1.622843e-08
1.737374e+01	6.304374e-07	4.664487e-07	1.320172e-07	1.641624e-10	-2.687285e-10	4.328908e-10	2.123245e-07	-6.683045e-11	-3.108481e-10	2.440176e-10	1.570047e-06	6.099565e-09	-8.773821e-09	1.487339e-08
1.757576e+01	5.340043e-07	3.964423e-07	1.139064e-07	1.367444e-10	-2.341465e-10	3.708909e-10	1.882129e-07	-6.628108e-11	-2.781989e-10	2.119178e-10	1.392212e-06	5.727506e-09	-7.849906e-09	1.357741e-08
1.777778e+01	4.523218e-07	3.369176e-07	9.854576e-08	1.133377e-10	-2.043978e-10	3.177355e-10	1.673646e-07	-6.542808e-11	-2.494825e-10	1.840544e-10	1.234861e-06	5.372678e-09	-6.978348e-09	1.235103e-08
1.797980e+01	3.831337e-07	2.863096e-07	8.553213e-08	9.333956e-11	-1.790362e-10	2.723758e-10	1.493359e-07	-6.438108e-11	-2.245876e-10	1.602065e-10	1.095283e-06	5.016998e-09	-6.197990e-09	1.121499e-08
1.818182e+01	3.245287e-07	2.432863e-07	7.445321e-08	7.630928e-11	-1.572817e-10	2.335910e-10	1.335827e-07	-6.303932e-11	-2.027585e-10	1.397191e-10	9.720222e-07	4.713075e-09	-5.559767e-09	1.027284e-08
1.838384e+01	2.748881e-07	2.067141e-07	6.505856e-08	6.176391e-11	-1.387206e-10	2.004845e-10	1.199096e-07	-6.162106e-11	-1.837693e-10	1.221482e-10	8.615705e-07	4.397740e-09	-4.984659e-09	9.382399e-09
1.858586e+01	2.328406e-07	1.756280e-07	5.704792e-08	4.933307e-11	-1.225165e-10	1.718496e-10	1.080001e-07	-6.008980e-11	-1.666525e-10	1.065627e-10	7.639164e-07	4.100508e-09	-4.419668e-09	8.520177e-09
1.878788e+01	1.972248e-07	1.492073e-07	4.996538e-08	3.915771e-11	-1.080759e-10	1.472337e-10	9.707977e-08	-5.800461e-11	-1.508588e-10	9.285418e-11	6.775669e-07	3.846926e-09	-3.928304e-09	7.775230e-09
1.898990e+01	1.670568e-07	1.267533e-07	4.374700e-08	3.078318e-11	-9.530751e-11	1.260907e-10	8.719442e-08	-5.567924e-11	-1.365019e-10	8.082270e-11	6.013092e-07	3.603042e-09	-3.500593e-09	7.103635e-09
1.919192e+01	1.415035e-07	1.076720e-07	3.840119e-08	2.371115e-11	-8.421753e-11	1.079287e-10	7.846325e-08	-5.339595e-11	-1.236778e-10	7.028181e-11	5.335950e-07	3.370993e-09	-3.121112e-09	6.492105e-09
1.939394e+01	1.198588e-07	9.145783e-08	3.389107e-08	1.758053e-11	-7.472165e-11	9.230218e-11	7.098312e-08	-5.142966e-11	-1.124773e-10	6.104761e-11	4.738356e-07	3.150742e-09	-2.766716e-09	5.917458e-09
1.959596e+01	1.015249e-07	7.768097e-08	3.005835e-08	1.237556e-11	-6.662273e-11	7.899830e-11	6.445965e-08	-4.958727e-11	-1.026987e-10	5.311141e-11	4.209219e-07	2.939096e-09	-2.457061e-09	5.396157e-09
1.979798e+01	8.599545e-08	6.597580e-08	2.682481e-08	7.886284e-12	-5.971415e-11	6.760043e-11	5.882604e-08	-4.793694e-11	-9.412160e-11	4.618466e-11	3.740797e-07	2.751035e-09	-2.174386e-09	4.925421e-09
2.000000e+01	7.284140e-08	5.603142e-08	2.407532e-08	4.062838e-12	-5.380066e-11	5.786350e-11	5.390911e-08	-4.639894e-11	-8.656783e-11	4.016889e-11	3.329312e-07	2.593241e-09	-1.922050e-09	4.515290e-09
