#x	Curve1
0.519121	0.000416667
0.761471	0.00104167
1.02126	0.00229167
1.45423	0.004375
1.83522	0.00604167
2.14682	0.006875
2.61412	0.00770833
3.23696	0.00770833
3.79037	0.00666667
4.41294	0.00541667
5.03555	0.004375
5.65812	0.003125
6.45374	0.00208333
7.19755	0.00145833
7.9068	0.00104167
9.04853	0.000416667
