#x	Curve1
0.346201	0.000833333
0.536828	0.00229167
0.744936	0.00458333
0.935923	0.00770833
1.16174	0.011875
1.43968	0.0170833
1.75223	0.0222917
2.0472	0.02625
2.35911	0.0285417
2.73987	0.0291667
3.13757	0.028125
3.39673	0.0264583
3.74225	0.0241667
4.08764	0.02125
4.67488	0.0166667
5.22771	0.0129167
5.81522	0.00958333
6.47203	0.00666667
7.30194	0.00416667
8.02827	0.00270833
8.75473	0.001875
9.22177	0.00145833
9.61965	0.00125
9.89642	0.00104167
