xx=1.106146e+01, dx=1.000000e-02, T=1.295634e+00; time needed till here: 3.566000e+03 seconds.
       y	f_photons	f_electrons	  f_nu_e	Coll_nu_e	Cforw_nu_e	Cback_nu_e	 f_nu_mu	Coll_nu_mu	Cforw_nu_mu	Cback_nu_mu	f_nu_tau	Coll_nu_tau	Cforw_nu_tau	Cback_nu_tau
2.020202e+00	2.662977e-01	9.632590e-03	1.261597e-01	-3.267690e-08	-2.574344e-06	2.541667e-06	1.279472e-01	-5.763178e-09	-2.382914e-06	2.377151e-06	2.611239e-02	-2.782141e-06	-1.353472e-05	1.075258e-05
2.222222e+00	2.194150e-01	9.123820e-03	1.059945e-01	-2.060509e-08	-2.466761e-06	2.446156e-06	1.075020e-01	5.206695e-09	-2.278939e-06	2.284145e-06	2.376651e-02	-2.380963e-06	-1.232809e-05	9.947127e-06
2.424242e+00	1.819723e-01	8.603293e-03	8.870348e-02	-1.368524e-08	-2.308792e-06	2.295107e-06	8.996505e-02	9.974325e-09	-2.127169e-06	2.137143e-06	2.150469e-02	-2.014495e-06	-1.117317e-05	9.158676e-06
2.626263e+00	1.517140e-01	8.077487e-03	7.398761e-02	-7.803921e-09	-2.144902e-06	2.137098e-06	7.503135e-02	1.290152e-08	-1.971522e-06	1.984423e-06	1.935628e-02	-1.668297e-06	-1.009639e-05	8.428095e-06
2.828283e+00	1.270278e-01	7.552354e-03	6.154008e-02	2.705180e-09	-1.975794e-06	1.978499e-06	6.239399e-02	1.988833e-08	-1.813108e-06	1.832996e-06	1.733773e-02	-1.355896e-06	-9.102267e-06	7.746371e-06
3.030303e+00	1.067307e-01	7.033226e-03	5.106543e-02	9.447862e-09	-1.804688e-06	1.814136e-06	5.175965e-02	2.261139e-08	-1.653642e-06	1.676253e-06	1.545706e-02	-1.111726e-06	-8.071596e-06	6.959870e-06
3.232323e+00	8.993556e-02	6.524769e-03	4.228919e-02	1.419101e-08	-1.623289e-06	1.637480e-06	4.285265e-02	2.296184e-08	-1.484878e-06	1.507840e-06	1.372136e-02	-9.051474e-07	-7.115045e-06	6.209898e-06
3.434343e+00	7.596469e-02	6.030953e-03	3.496490e-02	1.956478e-08	-1.452323e-06	1.471888e-06	3.542004e-02	2.393719e-08	-1.326983e-06	1.350920e-06	1.214205e-02	-6.314475e-07	-6.670126e-06	6.038679e-06
3.636364e+00	6.429213e-02	5.555049e-03	2.887124e-02	2.326195e-08	-1.294117e-06	1.317379e-06	2.923665e-02	2.343225e-08	-1.181224e-06	1.204657e-06	1.069784e-02	-4.861394e-07	-6.055446e-06	5.569306e-06
3.838384e+00	5.450399e-02	5.099659e-03	2.381341e-02	2.534723e-08	-1.149124e-06	1.174471e-06	2.410573e-02	2.134365e-08	-1.047940e-06	1.069283e-06	9.393383e-03	-3.839662e-07	-5.244999e-06	4.861032e-06
4.040404e+00	4.627084e-02	4.666744e-03	1.962547e-02	2.862939e-08	-1.017090e-06	1.045719e-06	1.985923e-02	2.067284e-08	-9.267475e-07	9.474203e-07	8.232839e-03	-2.132716e-07	-4.658594e-06	4.445323e-06
4.242424e+00	3.932774e-02	4.257680e-03	1.616320e-02	2.987937e-08	-8.948003e-07	9.246797e-07	1.635051e-02	1.843389e-08	-8.144810e-07	8.329149e-07	7.191294e-03	-1.076864e-07	-4.170022e-06	4.062336e-06
4.444444e+00	3.345979e-02	3.873315e-03	1.330532e-02	3.038898e-08	-7.801307e-07	8.105197e-07	1.345602e-02	1.580930e-08	-7.090023e-07	7.248116e-07	6.262487e-03	-5.754249e-08	-3.702987e-06	3.645444e-06
4.646465e+00	2.849138e-02	3.514032e-03	1.094903e-02	3.108036e-08	-6.797147e-07	7.107951e-07	1.107022e-02	1.390136e-08	-6.169507e-07	6.308521e-07	5.444203e-03	3.042138e-08	-3.335271e-06	3.365692e-06
4.848485e+00	2.427805e-02	3.179814e-03	9.007799e-03	3.129488e-08	-5.917829e-07	6.230778e-07	9.105264e-03	1.200823e-08	-5.365658e-07	5.485740e-07	4.717167e-03	4.825894e-08	-3.002295e-06	3.050554e-06
5.050505e+00	2.070033e-02	2.870308e-03	7.409633e-03	3.044966e-08	-5.141486e-07	5.445983e-07	7.488287e-03	9.732632e-09	-4.658092e-07	4.755418e-07	4.080531e-03	4.131308e-08	-2.585546e-06	2.626859e-06
5.252525e+00	1.765893e-02	2.584883e-03	6.094994e-03	2.969698e-08	-4.460598e-07	4.757568e-07	6.158915e-03	7.907281e-09	-4.039356e-07	4.118429e-07	3.527416e-03	1.213176e-07	-2.301754e-06	2.423071e-06
5.454545e+00	1.507099e-02	2.322691e-03	5.014115e-03	2.882708e-08	-3.863768e-07	4.152039e-07	5.066411e-03	6.354907e-09	-3.498040e-07	3.561589e-07	3.040085e-03	1.202585e-07	-1.994523e-06	2.114781e-06
5.656566e+00	1.286711e-02	2.082717e-03	4.125450e-03	2.783047e-08	-3.339270e-07	3.617575e-07	4.168545e-03	4.993715e-09	-3.022440e-07	3.072377e-07	2.615175e-03	1.244636e-07	-1.720416e-06	1.844880e-06
5.858586e+00	1.098900e-02	1.863825e-03	3.395001e-03	2.636864e-08	-2.874085e-07	3.137771e-07	3.430839e-03	3.544169e-09	-2.600030e-07	2.635471e-07	2.247339e-03	1.271362e-07	-1.529807e-06	1.656943e-06
6.060606e+00	9.387563e-03	1.664796e-03	2.794544e-03	2.478527e-08	-2.467698e-07	2.715550e-07	2.824547e-03	2.337611e-09	-2.230804e-07	2.254180e-07	1.930707e-03	1.481394e-07	-1.372558e-06	1.520697e-06
6.262626e+00	8.021356e-03	1.484364e-03	2.300830e-03	2.355950e-08	-2.117205e-07	2.352800e-07	2.326061e-03	1.664420e-09	-1.912711e-07	1.929355e-07	1.653014e-03	1.337223e-07	-1.244912e-06	1.378634e-06
6.464646e+00	6.855329e-03	1.321248e-03	1.894966e-03	2.207051e-08	-1.816395e-07	2.037100e-07	1.916321e-03	8.657613e-10	-1.640278e-07	1.648936e-07	1.412793e-03	1.100914e-07	-1.053450e-06	1.163542e-06
6.666667e+00	5.859787e-03	1.174170e-03	1.561493e-03	2.055544e-08	-1.559322e-07	1.764876e-07	1.579749e-03	1.689093e-10	-1.407903e-07	1.409592e-07	1.207032e-03	8.974115e-08	-8.894227e-07	9.791638e-07
6.868687e+00	5.009539e-03	1.041876e-03	1.287379e-03	1.911364e-08	-1.337460e-07	1.528596e-07	1.303124e-03	-2.557286e-10	-1.207525e-07	1.204968e-07	1.033761e-03	1.120821e-07	-7.779917e-07	8.900739e-07
7.070707e+00	4.283186e-03	9.231547e-04	1.062029e-03	1.766275e-08	-1.147212e-07	1.323839e-07	1.075711e-03	-6.520371e-10	-1.035813e-07	1.029293e-07	8.819230e-04	1.121375e-07	-6.765475e-07	7.886850e-07
7.272727e+00	3.662533e-03	8.168419e-04	8.766774e-04	1.628189e-08	-9.844647e-08	1.147284e-07	8.886392e-04	-1.002167e-09	-8.891602e-08	8.791385e-08	7.514955e-04	9.724138e-08	-5.805592e-07	6.778006e-07
7.474747e+00	3.132097e-03	7.218337e-04	7.241486e-04	1.502313e-08	-8.438444e-08	9.940757e-08	7.346596e-04	-1.191580e-09	-7.624227e-08	7.505069e-08	6.407586e-04	8.669927e-08	-5.166733e-07	6.033725e-07
7.676768e+00	2.678687e-03	6.370898e-04	5.985320e-04	1.377054e-08	-7.230699e-08	8.607753e-08	6.077941e-04	-1.323470e-09	-6.535786e-08	6.403439e-08	5.450617e-04	8.172244e-08	-4.622679e-07	5.439903e-07
7.878788e+00	2.291064e-03	5.616367e-04	4.950066e-04	1.254613e-08	-6.193896e-08	7.448509e-08	5.031886e-04	-1.446277e-09	-5.601684e-08	5.457057e-08	4.644306e-04	7.372744e-08	-4.000705e-07	4.737980e-07
8.080808e+00	1.959642e-03	4.945694e-04	4.096461e-04	1.149709e-08	-5.290730e-08	6.440439e-08	4.168953e-04	-1.457569e-09	-4.786714e-08	4.640957e-08	3.948827e-04	6.594172e-08	-3.406113e-07	4.065530e-07
8.282828e+00	1.676243e-03	4.350506e-04	3.393367e-04	1.052888e-08	-4.516749e-08	5.569637e-08	3.457804e-04	-1.460746e-09	-4.088269e-08	3.942194e-08	3.353725e-04	5.876921e-08	-2.881934e-07	3.469626e-07
8.484848e+00	1.433888e-03	3.823101e-04	2.813954e-04	9.609942e-09	-3.858244e-08	4.819238e-08	2.871357e-04	-1.438873e-09	-3.494391e-08	3.350504e-08	2.852131e-04	5.252570e-08	-2.444703e-07	2.969960e-07
8.686869e+00	1.226615e-03	3.356422e-04	2.336093e-04	8.697540e-09	-3.299980e-08	4.169734e-08	2.387334e-04	-1.413163e-09	-2.991360e-08	2.850044e-08	2.427843e-04	5.107088e-08	-2.138727e-07	2.649436e-07
8.888889e+00	1.049336e-03	2.944031e-04	1.941823e-04	7.866780e-09	-2.822118e-08	3.608796e-08	1.987662e-04	-1.352279e-09	-2.560574e-08	2.425346e-08	2.063990e-04	5.145855e-08	-1.871422e-07	2.386007e-07
9.090909e+00	8.977017e-04	2.580073e-04	1.616110e-04	7.078872e-09	-2.417278e-08	3.125165e-08	1.657171e-04	-1.303682e-09	-2.195826e-08	2.065457e-08	1.749836e-04	4.413349e-08	-1.651460e-07	2.092795e-07
9.292929e+00	7.679959e-04	2.259245e-04	1.346767e-04	6.379883e-09	-2.070460e-08	2.708448e-08	1.383562e-04	-1.230663e-09	-1.883065e-08	1.759999e-08	1.482378e-04	3.493604e-08	-1.461709e-07	1.811070e-07
9.494949e+00	6.570432e-04	1.976757e-04	1.123855e-04	5.755378e-09	-1.775074e-08	2.350612e-08	1.156829e-04	-1.154555e-09	-1.616491e-08	1.501036e-08	1.258433e-04	2.780920e-08	-1.224306e-07	1.502398e-07
9.696970e+00	5.621289e-04	1.728295e-04	9.389566e-05	5.173255e-09	-1.522699e-08	2.040024e-08	9.684575e-05	-1.070318e-09	-1.388567e-08	1.281535e-08	1.070612e-04	3.006035e-08	-1.051459e-07	1.352062e-07
9.898990e+00	4.809322e-04	1.509982e-04	7.855529e-05	4.643225e-09	-1.307232e-08	1.771555e-08	8.119365e-05	-9.833610e-10	-1.193791e-08	1.095455e-08	9.080884e-05	2.626074e-08	-8.922438e-08	1.154851e-07
1.010101e+01	4.114687e-04	1.318346e-04	6.579955e-05	4.163204e-09	-1.122396e-08	1.538717e-08	6.815452e-05	-8.939384e-10	-1.026473e-08	9.370789e-09	7.713750e-05	2.234299e-08	-7.552026e-08	9.786325e-08
1.030303e+01	3.520418e-04	1.150282e-04	5.519892e-05	3.720060e-09	-9.640171e-09	1.336023e-08	5.729968e-05	-8.051184e-10	-8.829370e-09	8.024252e-09	6.556103e-05	2.224962e-08	-6.612954e-08	8.837916e-08
1.050505e+01	3.012002e-04	1.003018e-04	4.639610e-05	3.327701e-09	-8.290178e-09	1.161788e-08	4.826969e-05	-7.226047e-10	-7.604428e-09	6.881823e-09	5.578098e-05	1.963414e-08	-5.786376e-08	7.749789e-08
1.070707e+01	2.577031e-04	8.740877e-05	3.908707e-05	2.971366e-09	-7.138853e-09	1.011022e-08	4.075882e-05	-6.474704e-10	-6.558874e-09	5.911403e-09	4.730606e-05	1.932592e-08	-5.186338e-08	7.118929e-08
1.090909e+01	2.204888e-04	7.612971e-05	3.300413e-05	2.657329e-09	-6.150814e-09	8.808143e-09	3.449637e-05	-5.793864e-10	-5.658576e-09	5.079189e-09	4.003036e-05	1.644638e-08	-4.447353e-08	6.091992e-08
1.111111e+01	1.886496e-04	6.627001e-05	2.793219e-05	2.376857e-09	-5.306050e-09	7.682907e-09	2.926447e-05	-5.167460e-10	-4.887017e-09	4.370271e-09	3.398092e-05	1.486811e-08	-3.736215e-08	5.223027e-08
1.131313e+01	1.614088e-04	5.765722e-05	2.369747e-05	2.120836e-09	-4.582655e-09	6.703491e-09	2.488779e-05	-4.611609e-10	-4.225221e-09	3.764060e-09	2.898105e-05	1.417450e-08	-3.189595e-08	4.607045e-08
1.151515e+01	1.381021e-04	5.013878e-05	2.015409e-05	1.879086e-09	-3.960281e-09	5.839367e-09	2.121726e-05	-4.122149e-10	-3.655174e-09	3.242959e-09	2.461982e-05	1.374443e-08	-2.725282e-08	4.099724e-08
1.171717e+01	1.181612e-04	4.357991e-05	1.718362e-05	1.664276e-09	-3.424689e-09	5.088965e-09	1.813306e-05	-3.653440e-10	-3.163334e-09	2.797990e-09	2.096059e-05	1.223781e-08	-2.316867e-08	3.540648e-08
1.191919e+01	1.010999e-04	3.786168e-05	1.469060e-05	1.470329e-09	-2.969098e-09	4.439428e-09	1.553824e-05	-3.265480e-10	-2.744696e-09	2.418148e-09	1.783966e-05	1.152211e-08	-2.029618e-08	3.181829e-08
1.212121e+01	8.650224e-05	3.287932e-05	1.257798e-05	1.299385e-09	-2.575487e-09	3.874872e-09	1.333206e-05	-2.889381e-10	-2.382352e-09	2.093414e-09	1.520129e-05	1.058844e-08	-1.792830e-08	2.851674e-08
1.232323e+01	7.401251e-05	2.854057e-05	1.079306e-05	1.146117e-09	-2.236867e-09	3.382984e-09	1.146211e-05	-2.546874e-10	-2.070017e-09	1.815330e-09	1.291711e-05	9.946037e-09	-1.599163e-08	2.593767e-08
1.252525e+01	6.332623e-05	2.476434e-05	9.284242e-06	1.012472e-09	-1.946956e-09	2.959429e-09	9.877244e-06	-2.249560e-10	-1.802000e-09	1.577044e-09	1.096656e-05	8.827535e-09	-1.348139e-08	2.230892e-08
1.272727e+01	5.418297e-05	2.147941e-05	8.005804e-06	8.908882e-10	-1.698018e-09	2.588906e-09	8.531196e-06	-1.991657e-10	-1.571612e-09	1.372447e-09	9.353656e-06	7.869794e-09	-1.139657e-08	1.926637e-08
1.292929e+01	4.635991e-05	1.862326e-05	6.922584e-06	7.828989e-10	-1.484682e-09	2.267581e-09	7.388074e-06	-1.771689e-10	-1.373784e-09	1.196615e-09	7.997196e-06	7.472324e-09	-9.787213e-09	1.725954e-08
1.313131e+01	3.966641e-05	1.614111e-05	6.006927e-06	6.844313e-10	-1.302544e-09	1.986975e-09	6.419951e-06	-1.597037e-10	-1.204884e-09	1.045181e-09	6.819648e-06	7.102313e-09	-8.378752e-09	1.548107e-08
1.333333e+01	3.393935e-05	1.398497e-05	5.230547e-06	5.960438e-10	-1.146512e-09	1.742555e-09	5.597547e-06	-1.456002e-10	-1.060180e-09	9.145794e-10	5.833975e-06	6.593126e-09	-7.302256e-09	1.389538e-08
1.353535e+01	2.903919e-05	1.211282e-05	4.566586e-06	5.168949e-10	-1.011569e-09	1.528464e-09	4.892718e-06	-1.334009e-10	-9.350492e-10	8.016483e-10	4.988368e-06	6.085410e-09	-6.413472e-09	1.249888e-08
1.373737e+01	2.484654e-05	1.048795e-05	4.002498e-06	4.470806e-10	-8.961245e-10	1.343205e-09	4.292634e-06	-1.236200e-10	-8.278339e-10	7.042139e-10	4.258949e-06	5.610038e-09	-5.763350e-09	1.137339e-08
1.393939e+01	2.125923e-05	9.078256e-06	3.519035e-06	3.849172e-10	-7.957860e-10	1.180703e-09	3.777190e-06	-1.153671e-10	-7.344925e-10	6.191253e-10	3.628289e-06	5.134732e-09	-4.890834e-09	1.002557e-08
1.414141e+01	1.818986e-05	7.855715e-06	3.101795e-06	3.296678e-10	-7.085140e-10	1.038182e-09	3.331527e-06	-1.081212e-10	-6.532878e-10	5.451667e-10	3.105412e-06	4.752614e-09	-4.153938e-09	8.906552e-09
1.434343e+01	1.556365e-05	6.795871e-06	2.739352e-06	2.811937e-10	-6.320692e-10	9.132630e-10	2.943490e-06	-1.013300e-10	-5.821295e-10	4.807995e-10	2.667278e-06	4.492360e-09	-3.570847e-09	8.063208e-09
1.454545e+01	1.331661e-05	5.877400e-06	2.423434e-06	2.389267e-10	-5.648553e-10	8.037820e-10	2.604334e-06	-9.481207e-11	-5.195268e-10	4.247147e-10	2.288075e-06	4.238245e-09	-3.075736e-09	7.313982e-09
1.474747e+01	1.139399e-05	5.081715e-06	2.149015e-06	2.018349e-10	-5.059964e-10	7.078313e-10	2.309364e-06	-8.897069e-11	-4.647518e-10	3.757811e-10	1.967543e-06	3.893985e-09	-2.688079e-09	6.582064e-09
1.494949e+01	9.748961e-06	4.392627e-06	1.907692e-06	1.699753e-10	-4.537796e-10	6.237549e-10	2.049787e-06	-8.322982e-11	-4.162124e-10	3.329826e-10	1.690158e-06	4.251886e-09	-2.372982e-09	6.624868e-09
1.515152e+01	8.341437e-06	3.796044e-06	1.699163e-06	1.418133e-10	-4.082626e-10	5.500759e-10	1.825229e-06	-7.845710e-11	-3.738837e-10	2.954266e-10	1.449066e-06	3.998826e-09	-2.116056e-09	6.114882e-09
1.535354e+01	7.137128e-06	3.279704e-06	1.518775e-06	1.170559e-10	-3.683171e-10	4.853730e-10	1.630700e-06	-7.443490e-11	-3.366542e-10	2.622193e-10	1.243410e-06	3.598021e-09	-1.805336e-09	5.403357e-09
1.555556e+01	6.106695e-06	2.832946e-06	1.358812e-06	9.575198e-11	-3.326300e-10	4.283820e-10	1.458238e-06	-7.044002e-11	-3.034773e-10	2.330373e-10	1.072027e-06	3.222399e-09	-1.544671e-09	4.767070e-09
1.575758e+01	5.225033e-06	2.446502e-06	1.218604e-06	7.715942e-11	-3.011500e-10	3.783095e-10	1.307096e-06	-6.688411e-11	-2.742781e-10	2.073940e-10	9.248928e-07	2.989775e-09	-1.342172e-09	4.331947e-09
1.595960e+01	4.470662e-06	2.112319e-06	1.097084e-06	6.060121e-11	-2.737257e-10	3.343269e-10	1.176014e-06	-6.402595e-11	-2.488728e-10	1.848469e-10	7.989881e-07	2.708202e-09	-1.167178e-09	3.875380e-09
1.616162e+01	3.825205e-06	1.823406e-06	9.891660e-07	4.639356e-11	-2.492040e-10	2.955976e-10	1.059666e-06	-6.129453e-11	-2.262124e-10	1.649179e-10	6.899912e-07	2.409359e-09	-1.025477e-09	3.434836e-09
1.636364e+01	3.272937e-06	1.573694e-06	8.921689e-07	3.451720e-11	-2.269872e-10	2.615044e-10	9.550636e-07	-5.842101e-11	-2.057081e-10	1.472871e-10	5.955460e-07	2.178019e-09	-9.267268e-10	3.104746e-09
1.656566e+01	2.800404e-06	1.357916e-06	8.071030e-07	2.428157e-11	-2.070331e-10	2.313147e-10	8.630553e-07	-5.584051e-11	-1.871805e-10	1.313400e-10	5.141622e-07	1.953178e-09	-7.950439e-10	2.748222e-09
1.676768e+01	2.396093e-06	1.171504e-06	7.287214e-07	1.609675e-11	-1.884828e-10	2.045796e-10	7.783390e-07	-5.280225e-11	-1.700272e-10	1.172250e-10	4.457914e-07	1.798220e-09	-6.879684e-10	2.486188e-09
1.696970e+01	2.050155e-06	1.010499e-06	6.575828e-07	9.543085e-12	-1.715337e-10	1.810768e-10	7.015203e-07	-4.964373e-11	-1.544039e-10	1.047601e-10	3.865258e-07	1.628159e-09	-5.977857e-10	2.225944e-09
1.717172e+01	1.754162e-06	8.714686e-07	5.953029e-07	3.754772e-12	-1.566359e-10	1.603907e-10	6.343305e-07	-4.697901e-11	-1.407148e-10	9.373578e-11	3.361013e-07	1.477193e-09	-5.252950e-10	2.002488e-09
1.737374e+01	1.500903e-06	7.514385e-07	5.394533e-07	-1.092640e-12	-1.432030e-10	1.421104e-10	5.741772e-07	-4.450186e-11	-1.284178e-10	8.391597e-11	2.922604e-07	1.352477e-09	-4.678696e-10	1.820347e-09
1.757576e+01	1.284209e-06	6.478337e-07	4.893382e-07	-5.174347e-12	-1.309063e-10	1.257320e-10	5.201917e-07	-4.219571e-11	-1.171545e-10	7.495875e-11	2.537200e-07	1.225338e-09	-4.135116e-10	1.638850e-09
1.777778e+01	1.098801e-06	5.584240e-07	4.444643e-07	-8.580637e-12	-1.197200e-10	1.111394e-10	4.719224e-07	-4.005956e-11	-1.069266e-10	6.686705e-11	2.210149e-07	1.117380e-09	-3.597259e-10	1.477106e-09
1.797980e+01	9.401604e-07	4.812794e-07	4.044437e-07	-1.144058e-11	-1.097142e-10	9.827360e-11	4.289432e-07	-3.813320e-11	-9.781370e-11	5.968049e-11	1.929262e-07	1.321858e-09	-3.134124e-10	1.635270e-09
1.818182e+01	8.044241e-07	4.147298e-07	3.680530e-07	-1.367022e-11	-1.005749e-10	8.690465e-11	3.899355e-07	-3.625730e-11	-8.952680e-11	5.326950e-11	1.685397e-07	1.276548e-09	-2.773748e-10	1.553922e-09
1.838384e+01	6.882848e-07	3.573303e-07	3.358175e-07	-1.557190e-11	-9.246457e-11	7.689268e-11	3.553807e-07	-3.460826e-11	-8.218747e-11	4.757921e-11	1.472106e-07	1.166438e-09	-2.491202e-10	1.415558e-09
1.858586e+01	5.889132e-07	3.078315e-07	3.061431e-07	-1.692443e-11	-8.476396e-11	6.783952e-11	3.235809e-07	-3.291887e-11	-7.520367e-11	4.228480e-11	1.287171e-07	1.051543e-09	-2.177667e-10	1.269310e-09
1.878788e+01	5.038885e-07	2.651530e-07	2.781114e-07	-1.767856e-11	-7.744019e-11	5.976163e-11	2.935943e-07	-3.110220e-11	-6.858798e-11	3.748578e-11	1.127892e-07	1.030742e-09	-1.910910e-10	1.221833e-09
1.898990e+01	4.311392e-07	2.283611e-07	2.523588e-07	-1.811501e-11	-7.068450e-11	5.256949e-11	2.660888e-07	-2.934378e-11	-6.250778e-11	3.316400e-11	9.897607e-08	9.759763e-10	-1.692228e-10	1.145199e-09
1.919192e+01	3.688932e-07	1.966490e-07	2.288823e-07	-1.829274e-11	-6.446233e-11	4.616959e-11	2.410466e-07	-2.764818e-11	-5.691790e-11	2.926972e-11	8.682463e-08	8.987142e-10	-1.506017e-10	1.049316e-09
1.939394e+01	3.156340e-07	1.693193e-07	2.079693e-07	-1.835513e-11	-5.883038e-11	4.047525e-11	2.187560e-07	-2.610002e-11	-5.185646e-11	2.575643e-11	7.632708e-08	8.195848e-10	-1.323715e-10	9.519563e-10
1.959596e+01	2.700642e-07	1.457701e-07	1.892623e-07	-1.829945e-11	-5.378251e-11	3.548306e-11	1.988418e-07	-2.466845e-11	-4.733093e-11	2.266248e-11	6.718562e-08	7.421188e-10	-1.172814e-10	8.594002e-10
1.979798e+01	2.310735e-07	1.254812e-07	1.725911e-07	-1.817101e-11	-4.922684e-11	3.105583e-11	1.811055e-07	-2.335961e-11	-4.324485e-11	1.988525e-11	5.918810e-08	6.692574e-10	-1.033083e-10	7.725658e-10
2.000000e+01	1.977121e-07	1.080038e-07	1.572693e-07	-1.785669e-11	-4.500548e-11	2.714879e-11	1.648340e-07	-2.205590e-11	-3.946419e-11	1.740829e-11	5.223961e-08	6.078948e-10	-9.078636e-11	6.986812e-10
