#x	Curve1
0.0128284	0.00144408
0.0207638	0.00433399
0.028466	0.00724159
0.0371289	0.0123604
0.0468461	0.0189533
0.0611023	0.0299544
0.0745755	0.0446391
0.0880464	0.0607979
0.11295	0.0879772
0.135585	0.115164
0.168253	0.148229
0.208791	0.178353
0.250633	0.200392
0.305898	0.215077
0.39899	0.225343
0.574931	0.231922
0.885351	0.236287
1.29712	0.237717
2.0995	0.239137
3.81708	0.240544
5.87802	0.241233
9.83532	0.241178
100.	0.2412
