#x	Curve1
0.0562341	0.00275735
0.0783846	0.00566318
0.103951	0.0115155
0.131156	0.0188437
0.168253	0.0298466
0.208791	0.0445295
0.267846	0.0628853
0.33238	0.0841859
0.419369	0.107691
0.55615	0.128984
0.701704	0.142195
0.885351	0.150258
1.17412	0.155375
1.6366	0.159751
2.24368	0.161924
4.01204	0.164068
95.6686	0.16373
